70.2835 comes	489	-9.2880426258	-9.43177161755	0.14372899175
70.5916 wasn	234	-10.2063515218	-9.90467800646	0.301673515377
70.9891 elsewhere	104	-11.4692668618	-10.7866796649	0.68258719694
71.8703 few	1780	-8.01927931596	-7.97890276581	0.0403765501507
72.5259 noone	2	-50.8451247611	-14.582168854	36.2629559071
72.6345 everywhere	56	-11.0878993053	-12.3849442767	1.29704497142
74.4213 whence	2	-14.1083241914	-51.3189694237	37.2106452323
74.9544 ltd	355	-9.29613983603	-9.08500062873	0.211139207304
76.1365 allow	796	-8.99935299659	-8.90370418735	0.0956488092383
76.2217 indeed	129	-11.1125919179	-10.5217258435	0.590866074376
76.493 whose	260	-9.89619659353	-9.60199276741	0.294203826117
76.5992 kept	281	-9.74522556662	-10.0178206626	0.272595095937
76.71 allows	320	-9.70772117116	-9.94743986579	0.239718694634
79.0749 specify	60	-12.498886279	-11.1809714724	1.31791480661
79.7601 definitely	192	-10.7071268097	-10.2917094129	0.41541739687
81.09 liked	63	-12.4035760992	-11.1164329512	1.28714314794
81.1371 mon	178	-10.1009910062	-10.5568171633	0.455826157114
81.5884 indicate	269	-10.2267603935	-9.92345790111	0.303302492356
86.4929 followed	220	-10.4320235195	-10.0388740718	0.393149447746
89.4623 seem	270	-10.2267603935	-9.89541868104	0.331341712421
89.7163 p	2473	-7.07041822796	-7.03413988409	0.0362783438714
89.9175 couldn	235	-10.2688718788	-9.88624430477	0.382627574047
90.0368 gives	273	-9.84564431437	-10.1754496068	0.329805292394
91.999 second	976	-8.47175046644	-8.56601169432	0.0942612278809
92.0055 once	1392	-8.20979763996	-8.27589356707	0.0660959271172
96.8679 four	670	-8.874545346	-8.72996637425	0.144578971748
97.0805 inc	1382	-7.11898892543	-7.04874255961	0.0702463658261
97.0988 often	303	-9.57036275511	-9.89082097179	0.320458216682
98.6387 sup	31	-11.4002739903	-14.582168854	3.18189486372
99.3905 like	4965	-6.89198187929	-6.87196365959	0.0200182197022
100.996 where	1976	-7.85449537983	-7.80338395634	0.0511114234932
102.034 goes	360	-9.78419153515	-9.50076448904	0.283427046113
102.457 wonder	147	-10.3588201155	-11.0558083294	0.696988213931
102.757 formerly	130	-11.1905534593	-10.4001187114	0.79043474794
103.214 becomes	137	-11.2751108474	-10.5217258435	0.753385003874
103.224 any	7371	-6.22770882906	-6.24171284111	0.0140040120445
103.722 almost	460	-9.31253364581	-9.0870519115	0.225481734309
103.816 willing	394	-9.68948358361	-9.42599125464	0.263492328974
106.181 say	1039	-8.32912507747	-8.22692962586	0.102195451605
106.492 nearly	276	-9.79752506602	-9.41168485898	0.385840207036
106.716 concerning	267	-10.3471240757	-9.94743986579	0.39968420992
107.33 beyond	221	-10.4576659501	-9.97201112652	0.485654823589
107.586 yes	571	-8.99332888199	-9.18174626454	0.188417382552
108.889 look	2544	-7.71222821694	-7.66942603353	0.0428021834091
110.868 awfully	3	-50.8451247611	-13.8890216735	36.9561030876
115.466 mainly	67	-12.7220298303	-10.9986499156	1.72337991472
117.049 ll	1782	-7.90578867422	-7.97147280931	0.0656841350866
117.498 because	2141	-7.52422364533	-7.57910339524	0.0548797499016
118.142 shouldn	145	-10.3016617016	-11.1164329512	0.814771249587
123.921 corresponding	81	-12.3165647222	-10.7866796649	1.52988505733
124.082 amongst	59	-10.8696457392	-12.9727309416	2.10308520235
124.42 otherwise	548	-9.53878118306	-9.31173669096	0.227044492097
126.406 itself	346	-9.73256716975	-9.36723309641	0.365334073332
128.905 accordingly	140	-11.4002739903	-10.479525489	0.920748501318
129.511 k	1029	-8.2575595264	-8.13169843188	0.125861094523
129.73 thats	42	-11.0878993053	-14.1767037459	3.08880444065
130.975 aside	159	-10.1475110218	-10.9712509414	0.82373991957
133.35 weren	82	-12.3165647222	-10.6903485559	1.62621616627
133.871 thru	163	-10.6118166299	-9.79051910109	0.821297528848
135.503 near	562	-8.99633640305	-9.23744511466	0.241108711611
136.499 aren	146	-11.017281738	-10.0823591837	0.934922554355
138.937 contain	354	-10.0223478789	-9.62986913694	0.392478741915
142.595 okay	115	-11.8057390984	-10.5657858333	1.23995326514
142.732 got	1060	-8.44362910546	-8.57828178692	0.134652681458
145.148 may	4777	-6.47713503926	-6.50751977896	0.0303847396968
145.256 mostly	111	-11.9110996141	-10.6024872001	1.30861241395
145.334 help	2716	-7.55439078738	-7.50088052428	0.0535102631007
145.503 used	1365	-8.10567245491	-8.21226787119	0.106595416287
145.569 whom	282	-10.4070222173	-9.89082097179	0.5162012455
145.75 various	642	-9.24851178704	-9.02148722301	0.227024564037
145.836 especially	384	-9.89619659353	-9.51641426071	0.379782332822
146.551 doesn	539	-9.2800104541	-9.00811548604	0.271894968063
147.572 went	420	-9.66567293492	-9.31431069496	0.351362239957
147.628 wouldn	201	-10.5673648674	-9.83289832406	0.734466543308
147.695 gets	387	-9.86699743884	-9.48535586369	0.38164157515
147.712 too	1312	-8.19482118577	-8.30740683278	0.112585647013
147.842 presumably	43	-14.801471372	-11.3632930292	3.43817834281
149.785 towards	246	-9.55444729981	-10.1633282462	0.60888094642
150.075 nobody	174	-10.0307867475	-10.8932893999	0.862502652408
150.144 believe	1504	-8.08125121683	-8.18108118866	0.099829971827
150.295 isn	279	-10.2267603935	-9.68806737618	0.53869301728
151.385 again	1786	-8.05623502248	-7.97147280931	0.0847622131769
151.615 selves	4	-13.4151770108	-51.3189694237	37.9037924129
151.615 whither	4	-13.4151770108	-51.3189694237	37.9037924129
152.256 unless	403	-9.92627404877	-9.548468287	0.37780576177
153.547 described	233	-10.5967787526	-9.93777795488	0.659000797694
153.995 old	651	-8.79265818652	-9.0292092691	0.236551082578
154.096 neither	279	-9.73256716975	-10.2848834478	0.552316278058
154.213 came	492	-9.3504329184	-9.03699140954	0.313441508857
159.286 meanwhile	119	-11.6234175416	-10.2848834478	1.33853409381
159.343 seemed	146	-11.1905534593	-10.099166302	1.09138715731
159.9 seven	297	-9.54397599994	-10.0823591837	0.538383183754
162.946 oh	176	-10.0056808264	-10.9315106127	0.92582978636
164.308 taken	571	-9.29208303534	-9.00432760272	0.287755432614
166.139 unfortunately	256	-10.5819636668	-9.93298178262	0.648981884172
166.495 serious	285	-9.49816646391	-10.0823591837	0.584192719785
166.986 consider	516	-9.54919794392	-9.22558257935	0.323615364569
170.065 quite	418	-9.83862674171	-9.43177161755	0.406855124155
171.996 better	1222	-8.28232408403	-8.42307346553	0.140749381505
174.478 became	224	-10.2796827949	-9.50076448904	0.778918305879
175.016 onto	236	-9.79752506602	-10.5391175862	0.741592520167
175.051 specified	136	-11.7104289186	-10.4232857707	1.28714314794
175.112 while	1710	-7.90578867422	-7.80338395634	0.102404717881
175.229 relatively	147	-11.3674841675	-10.1754496068	1.19203456072
177.392 fifth	80	-12.7220298303	-10.5046314101	2.21739842017
177.546 ourselves	170	-10.0565392436	-11.1009287647	1.04438952108
183.238 above	1750	-7.97167763445	-8.07638479389	0.104707159441
185.414 truly	217	-9.86699743884	-10.721439143	0.854441704147
186.868 someone	824	-8.99332888199	-8.76654689761	0.226781984375
190.635 lest	5	-13.1920334595	-51.3189694237	38.1269359642
193.137 vs	209	-10.6425882886	-9.71848797288	0.924100315723
196.467 something	876	-8.80750994466	-8.58323229208	0.224277652584
200.761 toward	194	-10.9302703611	-9.89541868104	1.03485168002
201.018 useful	226	-10.7941381867	-9.90467800646	0.889460180279
201.637 provides	531	-9.08444367056	-9.46417504161	0.379731371046
201.731 example	517	-9.40784382561	-9.0176484467	0.390195378914
202.424 somewhat	125	-11.9110996141	-10.2917094129	1.6193902012
205.734 a	17967	-4.25376431249	-4.26521495549	0.0114506429994
206.012 maybe	417	-9.88881648623	-9.39478304818	0.494033438048
207.302 forth	208	-9.85982894936	-10.8564754268	0.996646477429
207.886 considering	220	-10.8311794584	-9.88624430477	0.944935153648
211.114 nor	403	-9.29613983603	-9.81999491923	0.523855083191
211.314 anyway	177	-11.4002739903	-10.2064118324	1.19386215794
218.373 tell	662	-8.85867199684	-9.18854130767	0.329869310831
222.636 alone	317	-9.34188585782	-10.0442074177	0.702321559906
225.515 much	2143	-7.67618828046	-7.57095486667	0.105233413783
225.979 come	1623	-7.97601133571	-8.11524682699	0.139235491276
227.394 hasn	130	-11.9682580279	-10.2190702292	1.74918779868
229.856 inasmuch	6	-13.0097119027	-51.3189694237	38.309257521
229.856 thence	6	-13.0097119027	-51.3189694237	38.309257521
229.856 thereupon	6	-13.0097119027	-51.3189694237	38.309257521
230.259 his	2298	-7.27961211976	-7.17941250162	0.100199618143
231.791 furthermore	173	-9.96518946502	-11.305024121	1.33983465602
233.037 eight	217	-9.70160494414	-10.7755063643	1.07390142011
234.71 sometimes	262	-9.59198521913	-10.4878242918	0.895839072676
241.829 brief	278	-10.6118166299	-9.74192654586	0.869890084085
243.269 actually	473	-9.77103345057	-9.25672282009	0.514310630487
246.774 self	352	-9.29613983603	-9.99720137535	0.701061539318
247.447 except	284	-10.6743369869	-9.80304536091	0.87129162601
249.194 saying	280	-10.3016617016	-9.41168485898	0.889976842651
249.922 haven	330	-10.3355632533	-9.57822254808	0.757340705234
251.319 w	1362	-8.18674577176	-8.00222343858	0.184522333179
252.883 q	538	-8.53807310937	-9.00811548604	0.470042376667
256.203 least	706	-8.97252575436	-8.6096323168	0.362893437556
260.796 consequently	212	-9.81103878519	-11.04120953	1.2301707448
261.593 anybody	196	-9.79752506602	-11.1321813082	1.33465624217
263.324 nd	408	-8.74938220304	-9.39478304818	0.64540084514
266.542 then	2262	-7.59065291849	-7.70848755537	0.11783463688
266.77 take	2896	-7.36839602307	-7.46051260509	0.0921165820257
268.521 certainly	239	-10.8894483665	-9.76592769795	1.12352066858
272.417 course	731	-8.90982716014	-8.53716353999	0.372663620154
272.527 ask	1000	-8.874545346	-8.60201806682	0.272527279181
277.421 upon	892	-8.63815656793	-8.94916656143	0.311009993496
278.58 mean	424	-9.99745032723	-9.34042183896	0.65702848827
283.775 try	1060	-8.43672061511	-8.70443307224	0.267712457129
290.472 won	610	-8.74234817638	-9.21853202135	0.47618384497
293.471 later	953	-8.85343638279	-8.54549196409	0.307944418692
295.877 particular	358	-10.3241345575	-9.49766371136	0.826470846128
298.159 third	928	-8.3653210036	-8.04402903026	0.321291973342
300.796 particularly	269	-10.7410283614	-9.62282685431	1.11820150711
305.327 though	643	-9.2840184755	-8.80917131035	0.474847165156
305.67 everyone	859	-9.06167845979	-8.70583461417	0.355843845619
307.714 ie	186	-9.21422271357	-10.8685967873	1.65437407375
308.316 thorough	186	-9.81103878519	-11.4686535448	1.65761475962
316.255 z	271	-9.32083244862	-10.4878242918	1.16699184318
317.795 non	796	-8.94353821748	-8.5442979341	0.399240283382
320.727 little	1064	-8.31074783746	-8.61218333859	0.301435501128
321.249 having	996	-8.86922618452	-8.5466874215	0.32253876302
322.475 appear	290	-10.7071268097	-9.59514342557	1.11198338418
323.044 soon	1491	-8.45759093784	-8.24092810467	0.216662833173
325.746 took	551	-9.44488509729	-8.85369376678	0.591191330518
326.169 certain	853	-8.37822440843	-8.76060334371	0.382378935277
327.227 sorry	717	-9.37212574301	-8.91574216591	0.456383577101
327.958 hence	244	-9.54919794392	-10.8932893999	1.34409145599
328.414 unlikely	132	-12.6042467946	-10.1162607354	2.48798605926
329.649 seeing	360	-10.4576659501	-9.54197475769	0.915691192428
332.134 five	656	-8.58486527088	-9.09116714365	0.506301872764
332.857 former	311	-9.75804625505	-8.68776601976	1.07028023529
333.401 given	1290	-8.53617015923	-8.2777200516	0.258450107628
336.181 very	3035	-7.3941536615	-7.28338551473	0.110768146767
336.415 along	662	-9.45913712	-8.9509570722	0.5081800478
340.883 clearly	260	-10.9096510739	-9.59856223231	1.31108884154
347.566 wants	495	-9.82473762955	-9.12258333988	0.702154289667
356.432 plus	642	-8.69667813955	-9.25186844162	0.55519030207
362.74 first	2486	-7.48958520789	-7.34367201313	0.145913194761
364.158 f	1113	-8.08851517129	-8.41570113093	0.327185959639
365.726 d	3086	-6.96312805641	-7.08163936863	0.118511312218
370.659 didn	535	-9.44017920626	-8.74735811696	0.692821089297
374.747 zero	254	-11.0402712563	-9.56488901721	1.47538223906
375.83 different	921	-8.91259341363	-8.50452661067	0.40806680296
380.957 asking	329	-10.6743369869	-9.51641426071	1.15792272622
383.269 despite	181	-11.665977156	-9.548468287	2.11750886904
383.802 around	1122	-8.6551421143	-8.31307257032	0.342069543981
388.202 everything	713	-8.71469664505	-9.25915887488	0.54446222983
388.253 necessary	959	-8.49885239622	-8.90370418735	0.40485179113
392.216 other	3965	-6.89308421268	-6.79416461451	0.0989195981625
394.535 indicated	342	-10.6118166299	-9.45820487462	1.15361175532
399.716 ok	521	-9.89619659353	-9.12898677691	0.767209816614
403.832 using	1414	-8.0341282467	-8.31972342619	0.285595179486
405.378 away	822	-8.44710133117	-8.94026178308	0.493160451916
408.563 m	3571	-6.84289446815	-6.95730575704	0.114411288884
409.855 across	493	-9.87421768681	-9.04286801803	0.831349668777
414.127 others	1036	-8.38637441279	-8.78611110326	0.399736690463
416.223 than	2960	-7.15750942296	-7.01689357212	0.14061585084
416.276 her	1395	-7.76093498175	-8.05934103193	0.298406050181
416.465 against	662	-9.07462362438	-8.44552229707	0.629101327309
417.559 ex	319	-9.19566930567	-10.5046314101	1.30896210445
418.161 yet	1018	-8.88257751769	-8.47181077697	0.410766740719
418.293 anything	1061	-8.87721557455	-8.48297160711	0.39424396744
421.282 see	4264	-7.17685238581	-7.07805266317	0.0987997226385
426.257 most	2424	-7.37017169681	-7.54602036027	0.175848663462
431.506 according	591	-9.12814810479	-8.39801996309	0.730128141709
438.098 might	1558	-8.25468596121	-7.97349369245	0.281192268761
438.864 que	95	-8.86393516688	-13.4835565654	4.61962139847
439.081 doing	871	-9.08115959536	-8.57704798047	0.504111614892
439.322 overall	397	-10.3706545731	-9.26404886018	1.10660571294
441.393 gotten	274	-9.44488509729	-11.0558083294	1.61092323211
447.172 thank	2616	-7.83639102637	-7.66545383367	0.170937192696
449.715 obviously	247	-11.5825955471	-9.76188728842	1.82070825868
449.743 perhaps	342	-10.7410283614	-9.42599125464	1.31503710678
449.861 etc	1023	-8.88526930936	-8.44552229707	0.439747012289
453.831 co	1080	-8.17475362272	-7.75453961952	0.420214003197
461.526 cannot	1071	-8.53997968765	-8.10905006045	0.430929627196
461.901 rather	491	-9.99745032723	-9.05671591489	0.940734412342
463.395 else	711	-9.5284718134	-8.87672110005	0.651750713355
464.346 sometime	190	-12.498886279	-10.0549602095	2.44392606947
466.854 c	2360	-7.26138105182	-7.06356163721	0.197819414613
468.029 hereafter	12	-12.3165647222	-51.3189694237	39.0024047015
469.961 welcome	641	-8.82512046267	-9.55828833318	0.733167870508
477.242 anywhere	290	-9.26020782681	-10.9058681821	1.64566035531
487.436 somehow	239	-9.49816646391	-11.5376464163	2.03947995239
488.242 known	542	-8.75409919292	-9.65491516887	0.900815975946
493.285 tried	476	-8.9406851485	-9.97699866803	1.03631351953
508.072 hither	13	-12.2365220145	-51.3189694237	39.0824474092
514.849 under	2111	-7.75831145598	-7.51442283873	0.243888617246
515.353 although	574	-9.75804625505	-8.86021907541	0.897827179636
523.404 she	1260	-8.13324312355	-7.71784313297	0.415399990581
528.533 ve	1509	-7.88277615295	-8.23302986264	0.350253709697
539.371 immediate	586	-8.75646605793	-9.67689407558	0.920428017654
552.037 don	2715	-7.33524381575	-7.53857235213	0.203328536378
568.044 each	1973	-7.85931466627	-7.57140582497	0.2879088413
574.569 several	1218	-8.59087129494	-8.1191393971	0.471731897839
589.393 become	834	-8.2532522692	-8.95995803306	0.706705763857
590.261 theres	15	-11.9682580279	-51.3189694237	39.3507113958
611.684 who	3370	-7.12499772558	-6.94348903015	0.18150869543
613.43 next	2731	-7.42684235675	-7.20222483489	0.224617521858
635.773 un	228	-8.99033037899	-11.7788084731	2.78847809413
639.06 outside	542	-9.96518946502	-8.78611110326	1.17907836176
639.094 follows	579	-10.0565392436	-8.95275079466	1.10378844895
640.641 an	6826	-6.09266657685	-5.99881346035	0.0938531164961
645.656 either	1073	-9.02691982642	-8.42518986844	0.601729957985
647.09 says	425	-9.65980781546	-8.13724300054	1.52256481493
658.295 able	1566	-8.44362910546	-8.02326208273	0.420367022728
659.64 such	1851	-7.3031555012	-7.65952496255	0.356369461348
663.904 sure	1554	-8.48070307772	-8.05348020929	0.427222868421
664.161 none	512	-8.84822803768	-10.1454173197	1.29718928198
667.271 far	694	-9.5336132129	-8.57212792134	0.961485291561
668.644 via	1058	-8.23479894216	-8.86678724352	0.63198830136
670.267 therein	197	-9.57036275511	-12.9727309416	3.40236818648
671.021 before	2430	-7.37017169681	-7.64631214493	0.276140448119
681.546 even	1669	-7.61987942735	-8.02823545	0.408356022643
687.781 through	2973	-7.16279154809	-7.39413383236	0.231342284265
688.136 already	1412	-8.50990223241	-8.02255361653	0.487348615878
694.187 associated	461	-10.1570804728	-8.65125080678	1.50582966604
703.981 nothing	739	-8.45058565525	-9.40319824511	0.952612589856
711.36 does	2012	-7.60853715075	-7.96209564749	0.353558496742
711.829 them	2963	-7.41934700623	-7.17910776293	0.240239243296
713.919 why	1096	-8.12564815033	-8.77703388511	0.651385734775
718.086 right	1831	-7.6834551675	-8.07563768889	0.392182521391
725.507 looks	512	-10.4194447373	-9.00243902804	1.41700570926
750.055 always	944	-8.29868132605	-9.09323112787	0.794549801815
750.396 exactly	517	-8.78044802262	-10.2318909177	1.45144289505
796.524 when	3362	-7.24504340253	-7.00812384865	0.236919553875
802.789 h	1097	-7.99243206592	-8.72423569954	0.731803633616
805.769 another	1272	-8.59489544524	-7.96142920295	0.633466242292
808.019 appropriate	578	-10.2796827949	-8.88172528063	1.39795751429
815.141 what	4450	-6.94090058643	-6.75772292315	0.183177663282
838.128 currently	1573	-8.48430668522	-7.95148546838	0.532821216839
844.659 hopefully	219	-13.7028590833	-9.84597040563	3.85688867767
848.804 seems	467	-10.8124873254	-8.99492019562	1.81756712978
865.189 yours	499	-8.77078611171	-10.5046314101	1.73384529841
867.091 trying	682	-9.91866944938	-8.6472746584	1.27139479098
894.826 needs	1333	-8.76121666069	-8.089929019	0.671287641687
896.373 regards	3001	-7.83639102637	-7.53769975173	0.29869127464
896.705 l	2045	-7.10753404646	-7.54602036027	0.438486313815
898.751 their	3635	-6.91388734031	-6.66663815304	0.247249187262
905.502 value	1290	-8.33377264586	-7.63183312751	0.701939518356
906.241 since	1741	-8.08608798563	-7.56555917013	0.520528815503
907.105 how	3038	-7.06211216928	-7.36069832554	0.298586156265
910.828 both	1884	-8.14989949838	-7.66644540539	0.483454092985
913.357 done	1349	-8.77078611171	-8.09372408997	0.677062021734
919.465 off	1895	-7.89571809566	-7.41051203125	0.485206064401
939.894 contains	662	-8.43500092424	-9.85478103531	1.41978011108
950.145 are	11441	-5.37908884175	-5.46213619508	0.0830473533311
951.233 appreciate	709	-10.0919411707	-8.75028637674	1.34165479391
954.989 up	5359	-6.65476231976	-6.47655945172	0.17820286804
960.412 u	1691	-7.08323042001	-7.65118544892	0.567955028914
965.389 with	12472	-5.21681262088	-5.13940809395	0.0774045269266
966.501 during	1361	-8.63815656793	-7.92801633384	0.710140234092
977.799 together	1002	-9.3504329184	-8.37458537054	0.975847547863
979.169 so	4655	-6.94592669405	-6.73557887873	0.210347815319
994.133 going	1847	-8.18406839399	-7.64582611819	0.538242275803
995.548 as	9446	-5.43224867493	-5.3268551164	0.105393558526
1012.49 likely	532	-10.3241345575	-8.42096153233	1.90317302516
1041.29 must	1657	-7.72820165451	-8.35662081556	0.628419161056
1044.13 until	1508	-8.57691294269	-7.88451751285	0.692395429844
1049.64 ever	891	-8.09338728811	-9.27142896748	1.17804167936
1054.54 whether	782	-9.62532163939	-8.27680639233	1.34851524706
1062.05 could	3141	-7.23827077961	-6.9001473432	0.338123436412
1063.26 well	2566	-7.73671234417	-7.32234924366	0.414363100515
1070.08 cause	698	-8.29121303144	-9.82427758102	1.53306454957
1073.32 herein	371	-8.74468735874	-11.6377298749	2.89304251612
1080.81 possible	1702	-8.43500092424	-7.79997679802	0.635024126219
1099.02 own	1331	-7.67538409867	-8.50109214823	0.825708049558
1113.46 down	1390	-8.30318922249	-7.5021423541	0.80104686839
1117.31 t	5240	-6.3244753703	-6.53770299777	0.213227627472
1122.94 after	2589	-7.41500052314	-6.98126639448	0.433734128656
1130.21 way	2470	-7.39536799073	-7.8529423336	0.457574342867
